Trip ID,Start Date,Start Station,End Date,End Station,Subscriber Type
912999,31/08/2015 17:38,42,31/08/2015 17:48,63,Subscriber
912998,31/08/2015 17:38,68,31/08/2015 17:50,66,Subscriber
912997,31/08/2015 17:38,32,31/08/2015 17:43,28,Subscriber
912994,31/08/2015 17:37,65,31/08/2015 17:41,88,Subscriber
912993,31/08/2015 17:37,56,31/08/2015 17:48,59,Subscriber
912990,31/08/2015 17:37,39,31/08/2015 17:47,70,Subscriber
912989,31/08/2015 17:36,55,31/08/2015 17:48,65,Subscriber
912988,31/08/2015 17:36,74,31/08/2015 17:41,63,Customer
912987,31/08/2015 17:36,90,31/08/2015 17:43,77,Subscriber
912986,31/08/2015 17:36,57,31/08/2015 17:43,71,Customer
912985,31/08/2015 17:36,90,31/08/2015 17:46,88,Subscriber
912982,31/08/2015 17:35,55,31/08/2015 17:50,70,Subscriber
912981,31/08/2015 17:35,41,31/08/2015 17:50,61,Subscriber
912980,31/08/2015 17:35,63,31/08/2015 17:46,70,Subscriber
912979,31/08/2015 17:35,42,31/08/2015 17:51,70,Customer
912977,31/08/2015 17:35,55,31/08/2015 17:43,88,Subscriber
912975,31/08/2015 17:34,74,31/08/2015 17:45,70,Subscriber
912974,31/08/2015 17:34,59,31/08/2015 17:45,55,Subscriber
912973,31/08/2015 17:32,66,31/08/2015 17:35,90,Subscriber
912972,31/08/2015 17:33,42,31/08/2015 17:37,55,Subscriber
912969,31/08/2015 17:33,65,31/08/2015 17:42,62,Subscriber
912967,31/08/2015 17:32,46,31/08/2015 17:45,70,Subscriber
912966,31/08/2015 17:32,42,31/08/2015 17:43,70,Subscriber
912963,31/08/2015 17:32,63,31/08/2015 17:38,50,Subscriber
912962,31/08/2015 17:32,88,31/08/2015 17:44,51,Subscriber
912961,31/08/2015 17:32,60,31/08/2015 17:36,74,Subscriber
912960,31/08/2015 17:32,4,31/08/2015 17:36,2,Subscriber
912959,31/08/2015 17:32,56,31/08/2015 17:42,70,Subscriber
912958,31/08/2015 17:32,63,31/08/2015 17:37,74,Subscriber
912957,31/08/2015 17:31,76,31/08/2015 17:43,60,Subscriber
912956,31/08/2015 17:31,50,31/08/2015 17:48,70,Subscriber
912955,31/08/2015 17:30,62,31/08/2015 17:40,88,Subscriber
912954,31/08/2015 17:30,55,31/08/2015 17:32,87,Subscriber
912953,31/08/2015 17:29,88,31/08/2015 17:34,65,Subscriber
912951,31/08/2015 17:29,77,31/08/2015 17:41,88,Subscriber
912950,31/08/2015 17:29,45,31/08/2015 17:36,55,Subscriber
912949,31/08/2015 17:29,64,31/08/2015 17:36,77,Subscriber
912948,31/08/2015 17:29,27,31/08/2015 17:33,28,Subscriber
912947,31/08/2015 17:28,57,31/08/2015 17:31,39,Subscriber
912946,31/08/2015 17:29,50,31/08/2015 17:42,65,Subscriber
912945,31/08/2015 17:28,70,31/08/2015 17:43,55,Subscriber
912944,31/08/2015 17:28,64,31/08/2015 17:41,46,Subscriber
912942,31/08/2015 17:28,60,31/08/2015 17:35,51,Subscriber
912941,31/08/2015 17:28,32,31/08/2015 17:32,28,Subscriber
912940,31/08/2015 17:27,64,31/08/2015 17:36,50,Subscriber
912939,31/08/2015 17:27,42,31/08/2015 17:33,55,Subscriber
912938,31/08/2015 17:26,62,31/08/2015 17:33,50,Subscriber
912937,31/08/2015 17:26,70,31/08/2015 17:41,66,Subscriber
912936,31/08/2015 17:26,60,31/08/2015 17:34,74,Subscriber
912935,31/08/2015 17:26,70,31/08/2015 17:38,50,Subscriber
912934,31/08/2015 17:25,54,31/08/2015 17:32,88,Subscriber
912933,31/08/2015 17:25,27,31/08/2015 17:29,28,Subscriber
912931,31/08/2015 17:25,42,31/08/2015 17:34,61,Subscriber
912930,31/08/2015 17:24,65,31/08/2015 17:31,90,Subscriber
912929,31/08/2015 17:21,76,31/08/2015 17:26,55,Subscriber
912928,31/08/2015 17:24,45,31/08/2015 17:29,76,Subscriber
912927,31/08/2015 17:23,82,31/08/2015 17:34,54,Subscriber
912926,31/08/2015 17:22,45,31/08/2015 17:27,55,Subscriber
912925,31/08/2015 17:22,55,31/08/2015 17:25,62,Subscriber
912924,31/08/2015 17:21,64,31/08/2015 17:32,59,Subscriber
912923,31/08/2015 17:20,58,31/08/2015 17:29,55,Subscriber
912922,31/08/2015 17:20,48,31/08/2015 17:24,56,Subscriber
912921,31/08/2015 17:20,80,31/08/2015 17:45,11,Subscriber
912920,31/08/2015 17:20,27,31/08/2015 17:24,28,Subscriber
912919,31/08/2015 17:19,60,31/08/2015 17:33,63,Subscriber
912918,31/08/2015 17:19,6,31/08/2015 17:26,2,Subscriber
912916,31/08/2015 17:19,55,31/08/2015 17:29,70,Subscriber
912915,31/08/2015 17:19,68,31/08/2015 17:27,45,Subscriber
912914,31/08/2015 17:19,56,31/08/2015 17:23,45,Subscriber
912913,31/08/2015 17:18,65,31/08/2015 17:21,88,Subscriber
912912,31/08/2015 17:18,67,31/08/2015 17:22,59,Subscriber
912910,31/08/2015 17:18,47,31/08/2015 17:31,65,Subscriber
912909,31/08/2015 17:18,64,31/08/2015 17:24,55,Subscriber
912908,31/08/2015 17:18,67,31/08/2015 17:28,70,Subscriber
912906,31/08/2015 17:17,70,31/08/2015 17:26,57,Subscriber
912905,31/08/2015 17:17,67,31/08/2015 17:26,88,Subscriber
912904,31/08/2015 17:16,76,31/08/2015 17:25,61,Subscriber
912903,31/08/2015 17:17,59,31/08/2015 17:33,60,Subscriber
912902,31/08/2015 17:17,60,31/08/2015 17:27,55,Subscriber
912901,31/08/2015 17:16,45,31/08/2015 17:24,51,Subscriber
912900,31/08/2015 17:15,2,31/08/2015 17:26,9,Subscriber
912899,31/08/2015 17:15,57,31/08/2015 17:25,50,Subscriber
912898,31/08/2015 17:14,74,31/08/2015 17:26,88,Subscriber
912897,31/08/2015 17:14,57,31/08/2015 17:21,55,Subscriber
912896,31/08/2015 17:12,75,31/08/2015 17:20,54,Subscriber
912894,31/08/2015 17:12,77,31/08/2015 17:24,88,Subscriber
912892,31/08/2015 17:12,48,31/08/2015 17:25,88,Subscriber
912891,31/08/2015 17:12,45,31/08/2015 17:17,55,Subscriber
